item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
183,asterisk,asterisk,asterisk,at,asterisk,asterisk,asterisk,at,slash,less-than,at,asterisk,at,7,54127603,2103,AAABAAAB,experiment
30,exclamation,exclamation,exclamation,less-than,exclamation,exclamation,exclamation,less-than,slash,at,exclamation,less-than,less-than,7,37054126,0312,AAABAAAB,experiment
29,hashtag,hashtag,hashtag,equals,hashtag,hashtag,hashtag,equals,and,hashtag,greater-than,equals,equals,7,23164075,3102,AAABAAAB,experiment
233,angle-up,angle-up,angle-up,tilde,angle-up,angle-up,angle-up,tilde,angle-up,tilde,less-than,dollar-sign,tilde,7,40163257,2301,AAABAAAB,experiment
49,equals,equals,equals,dollar-sign,equals,equals,equals,dollar-sign,tilde,equals,dollar-sign,greater-than,dollar-sign,7,02153764,2031,AAABAAAB,experiment
152,asterisk,asterisk,asterisk,quote,asterisk,asterisk,asterisk,quote,dollar-sign,greater-than,quote,asterisk,quote,7,42350617,1302,AAABAAAB,experiment
267,exclamation,equals,exclamation,equals,percent,quote,percent,quote,percent,quote,exclamation,equals,quote,7,60251743,1302,ABABCDCD,experiment
403,percent,slash,percent,slash,less-than,at,less-than,at,percent,slash,at,less-than,at,7,53417620,1320,ABABCDCD,experiment
367,percent,tilde,percent,tilde,at,exclamation,at,exclamation,at,exclamation,tilde,percent,exclamation,7,60251743,3120,ABABCDCD,experiment
435,angle-up,plus,angle-up,plus,dollar-sign,asterisk,dollar-sign,asterisk,dollar-sign,plus,angle-up,asterisk,asterisk,7,24735610,3201,ABABCDCD,experiment
338,at,hashtag,at,hashtag,plus,quote,plus,quote,hashtag,at,quote,plus,quote,7,57143062,3012,ABABCDCD,experiment
347,plus,at,plus,at,slash,equals,slash,equals,plus,slash,equals,at,equals,7,60724351,2130,ABABCDCD,experiment
258,dollar-sign,angle-up,dollar-sign,angle-up,tilde,at,tilde,at,dollar-sign,angle-up,tilde,at,at,7,76502134,2031,ABABCDCD,experiment
350,hashtag,asterisk,hashtag,asterisk,tilde,greater-than,tilde,greater-than,asterisk,tilde,greater-than,hashtag,greater-than,7,26413507,0213,ABABCDCD,experiment
278,greater-than,minus,greater-than,minus,equals,slash,equals,slash,slash,equals,minus,greater-than,slash,7,53762140,0312,ABABCDCD,experiment
458,less-than,at,less-than,at,slash,equals,slash,equals,equals,less-than,slash,at,equals,7,16527304,2301,ABABCDCD,experiment
246,greater-than,slash,greater-than,slash,minus,percent,minus,percent,slash,greater-than,percent,minus,percent,7,43172065,1320,ABABCDCD,experiment
416,percent,hashtag,percent,hashtag,quote,tilde,quote,tilde,quote,tilde,percent,hashtag,tilde,7,72064531,3102,ABABCDCD,experiment
406,angle-up,dollar-sign,angle-up,dollar-sign,minus,less-than,minus,less-than,angle-up,dollar-sign,minus,less-than,less-than,7,04175623,0132,ABABCDCD,experiment
282,slash,tilde,slash,tilde,and,less-than,and,less-than,less-than,and,tilde,slash,less-than,7,61350724,1023,ABABCDCD,experiment
334,dollar-sign,plus,dollar-sign,plus,tilde,hashtag,tilde,hashtag,hashtag,dollar-sign,plus,tilde,hashtag,7,63541072,2013,ABABCDCD,experiment
473,hashtag,equals,hashtag,equals,angle-up,percent,angle-up,percent,hashtag,percent,angle-up,equals,percent,7,53720614,3120,ABABCDCD,experiment
402,less-than,at,less-than,at,quote,equals,quote,equals,less-than,equals,quote,at,equals,7,05216374,2301,ABABCDCD,experiment
242,equals,less-than,equals,less-than,dollar-sign,hashtag,dollar-sign,hashtag,hashtag,equals,dollar-sign,less-than,hashtag,7,35247061,2310,ABABCDCD,experiment
474,slash,angle-up,slash,angle-up,at,quote,at,quote,angle-up,at,quote,slash,quote,7,37640251,3201,ABABCDCD,experiment
331,tilde,equals,tilde,equals,percent,asterisk,percent,asterisk,percent,equals,tilde,asterisk,asterisk,7,40732516,1230,ABABCDCD,experiment
643,asterisk,percent,percent,asterisk,asterisk,percent,percent,asterisk,asterisk,at,percent,hashtag,asterisk,7,65340712,1023,ABBAABBA,experiment
600,dollar-sign,hashtag,hashtag,dollar-sign,dollar-sign,hashtag,hashtag,dollar-sign,greater-than,hashtag,dollar-sign,angle-up,dollar-sign,7,50271364,2103,ABBAABBA,experiment
703,equals,exclamation,exclamation,equals,equals,exclamation,exclamation,equals,equals,quote,less-than,exclamation,equals,7,70136245,2130,ABBAABBA,experiment
669,at,hashtag,hashtag,at,at,hashtag,hashtag,at,quote,less-than,hashtag,at,at,7,43657012,1320,ABBAABBA,experiment
635,plus,and,and,plus,plus,and,and,plus,and,plus,exclamation,quote,plus,7,07632514,2310,ABBAABBA,experiment
598,hashtag,plus,plus,hashtag,hashtag,plus,plus,hashtag,exclamation,plus,hashtag,equals,hashtag,7,50741236,0312,ABBAABBA,experiment
617,angle-up,equals,equals,angle-up,angle-up,equals,equals,angle-up,equals,hashtag,angle-up,percent,angle-up,7,52046317,3021,ABBAABBA,experiment
670,dollar-sign,angle-up,angle-up,dollar-sign,dollar-sign,angle-up,angle-up,dollar-sign,tilde,angle-up,plus,dollar-sign,dollar-sign,7,16473025,0213,ABBAABBA,experiment
511,asterisk,plus,plus,asterisk,asterisk,plus,plus,asterisk,angle-up,hashtag,plus,asterisk,asterisk,7,50712463,2130,ABBAABBA,experiment
665,at,slash,slash,at,at,slash,slash,at,asterisk,slash,at,greater-than,at,7,40765231,2013,ABBAABBA,experiment
652,quote,slash,slash,quote,quote,slash,slash,quote,slash,quote,at,exclamation,quote,7,04317265,0321,ABBAABBA,experiment
528,less-than,dollar-sign,dollar-sign,less-than,less-than,dollar-sign,dollar-sign,less-than,dollar-sign,exclamation,and,less-than,less-than,7,13706452,1203,ABBAABBA,experiment
684,minus,dollar-sign,dollar-sign,minus,minus,dollar-sign,dollar-sign,minus,slash,greater-than,dollar-sign,minus,minus,7,72645310,0312,ABBAABBA,experiment
561,hashtag,quote,quote,hashtag,hashtag,quote,quote,hashtag,quote,plus,hashtag,angle-up,hashtag,7,12760534,1230,ABBAABBA,experiment
577,quote,asterisk,asterisk,quote,quote,asterisk,asterisk,quote,asterisk,tilde,percent,quote,quote,7,46132507,0132,ABBAABBA,experiment
522,slash,percent,percent,slash,slash,percent,percent,slash,hashtag,percent,slash,and,slash,7,74150263,1230,ABBAABBA,experiment
718,less-than,at,at,less-than,less-than,at,at,less-than,less-than,equals,at,hashtag,less-than,7,05261473,2103,ABBAABBA,experiment
668,exclamation,plus,plus,exclamation,exclamation,plus,plus,exclamation,tilde,exclamation,equals,plus,exclamation,7,03512467,0213,ABBAABBA,experiment
661,less-than,equals,equals,less-than,less-than,equals,equals,less-than,equals,and,hashtag,less-than,less-than,7,70234651,2301,ABBAABBA,experiment
482,plus,exclamation,exclamation,plus,plus,exclamation,exclamation,plus,asterisk,plus,exclamation,less-than,plus,7,02461573,1032,ABBAABBA,experiment
783,angle-up,at,at,angle-up,percent,equals,equals,percent,equals,at,percent,angle-up,percent,7,61372045,1230,ABBACDDC,experiment
914,angle-up,quote,quote,angle-up,percent,exclamation,exclamation,percent,angle-up,exclamation,quote,percent,percent,7,07324651,3120,ABBACDDC,experiment
755,exclamation,asterisk,asterisk,exclamation,equals,angle-up,angle-up,equals,asterisk,angle-up,equals,exclamation,equals,7,26503714,2103,ABBACDDC,experiment
748,hashtag,minus,minus,hashtag,percent,plus,plus,percent,plus,percent,hashtag,minus,percent,7,15347620,3210,ABBACDDC,experiment
825,hashtag,angle-up,angle-up,hashtag,less-than,exclamation,exclamation,less-than,angle-up,hashtag,less-than,exclamation,less-than,7,27356410,3210,ABBACDDC,experiment
925,less-than,at,at,less-than,quote,greater-than,greater-than,quote,less-than,greater-than,at,quote,quote,7,50723164,0231,ABBACDDC,experiment
940,angle-up,percent,percent,angle-up,greater-than,slash,slash,greater-than,angle-up,slash,greater-than,percent,greater-than,7,27304615,0231,ABBACDDC,experiment
752,percent,plus,plus,percent,slash,quote,quote,slash,plus,slash,quote,percent,slash,7,52413076,1023,ABBACDDC,experiment
857,equals,less-than,less-than,equals,exclamation,minus,minus,exclamation,less-than,equals,minus,exclamation,exclamation,7,21430576,2130,ABBACDDC,experiment
737,plus,percent,percent,plus,hashtag,at,at,hashtag,hashtag,percent,plus,at,hashtag,7,60342517,2031,ABBACDDC,experiment
928,greater-than,minus,minus,greater-than,at,equals,equals,at,at,equals,minus,greater-than,at,7,10537264,0123,ABBACDDC,experiment
904,angle-up,dollar-sign,dollar-sign,angle-up,exclamation,tilde,tilde,exclamation,exclamation,angle-up,dollar-sign,tilde,exclamation,7,10347652,2031,ABBACDDC,experiment
894,greater-than,at,at,greater-than,exclamation,angle-up,angle-up,exclamation,angle-up,exclamation,greater-than,at,exclamation,7,15247036,3201,ABBACDDC,experiment
727,less-than,and,and,less-than,plus,at,at,plus,less-than,at,and,plus,plus,7,10537246,0312,ABBACDDC,experiment
850,hashtag,plus,plus,hashtag,slash,quote,quote,slash,hashtag,quote,slash,plus,slash,7,73510426,0132,ABBACDDC,experiment
775,equals,greater-than,greater-than,equals,plus,slash,slash,plus,plus,greater-than,equals,slash,plus,7,12475360,3021,ABBACDDC,experiment
831,and,at,at,and,slash,minus,minus,slash,and,minus,at,slash,slash,7,31652470,1320,ABBACDDC,experiment
739,tilde,quote,quote,tilde,minus,dollar-sign,dollar-sign,minus,tilde,dollar-sign,minus,quote,minus,7,27560143,3102,ABBACDDC,experiment
911,dollar-sign,slash,slash,dollar-sign,asterisk,quote,quote,asterisk,asterisk,quote,dollar-sign,slash,asterisk,7,20457136,2103,ABBACDDC,experiment
905,at,hashtag,hashtag,at,less-than,angle-up,angle-up,less-than,less-than,hashtag,angle-up,at,less-than,7,25163470,2130,ABBACDDC,experiment
1057,asterisk,and,and,percent,asterisk,and,and,percent,and,greater-than,percent,asterisk,percent,7,27351406,3201,ABBCABBC,experiment
1132,exclamation,percent,percent,plus,exclamation,percent,percent,plus,plus,asterisk,exclamation,percent,plus,7,25170643,1230,ABBCABBC,experiment
1092,at,asterisk,asterisk,slash,at,asterisk,asterisk,slash,exclamation,asterisk,at,slash,slash,7,26471305,2310,ABBCABBC,experiment
1049,quote,at,at,and,quote,at,at,and,tilde,at,quote,and,and,7,73140526,3120,ABBCABBC,experiment
995,greater-than,minus,minus,angle-up,greater-than,minus,minus,angle-up,less-than,greater-than,angle-up,minus,angle-up,7,43507126,3012,ABBCABBC,experiment
1155,angle-up,hashtag,hashtag,less-than,angle-up,hashtag,hashtag,less-than,hashtag,angle-up,equals,less-than,less-than,7,67031452,0123,ABBCABBC,experiment
1170,hashtag,angle-up,angle-up,tilde,hashtag,angle-up,angle-up,tilde,tilde,equals,angle-up,hashtag,tilde,7,03624751,0321,ABBCABBC,experiment
990,plus,minus,minus,hashtag,plus,minus,minus,hashtag,plus,hashtag,minus,dollar-sign,hashtag,7,63071425,3012,ABBCABBC,experiment
1054,percent,less-than,less-than,and,percent,less-than,less-than,and,and,plus,percent,less-than,and,7,07513624,3102,ABBCABBC,experiment
1175,and,slash,slash,dollar-sign,and,slash,slash,dollar-sign,plus,slash,dollar-sign,and,dollar-sign,7,42360571,0132,ABBCABBC,experiment
1111,minus,at,at,quote,minus,at,at,quote,minus,quote,asterisk,at,quote,7,65243170,0132,ABBCABBC,experiment
1104,less-than,dollar-sign,dollar-sign,angle-up,less-than,dollar-sign,dollar-sign,angle-up,less-than,angle-up,dollar-sign,plus,angle-up,7,34257160,1023,ABBCABBC,experiment
998,less-than,angle-up,angle-up,hashtag,less-than,angle-up,angle-up,hashtag,equals,angle-up,less-than,hashtag,hashtag,7,20475316,1032,ABBCABBC,experiment
1052,tilde,slash,slash,at,tilde,slash,slash,at,angle-up,at,tilde,slash,at,7,13620745,3102,ABBCABBC,experiment
1064,plus,tilde,tilde,and,plus,tilde,tilde,and,tilde,quote,plus,and,and,7,45123067,2130,ABBCABBC,experiment
967,quote,less-than,less-than,equals,quote,less-than,less-than,equals,less-than,equals,quote,hashtag,equals,7,06317542,0231,ABBCABBC,experiment
1022,dollar-sign,minus,minus,less-than,dollar-sign,minus,minus,less-than,minus,dollar-sign,greater-than,less-than,less-than,7,27405361,2013,ABBCABBC,experiment
980,slash,hashtag,hashtag,percent,slash,hashtag,hashtag,percent,hashtag,slash,less-than,percent,percent,7,06217543,2130,ABBCABBC,experiment
1027,percent,tilde,tilde,at,percent,tilde,tilde,at,at,tilde,slash,percent,at,7,56473021,0132,ABBCABBC,experiment
976,percent,equals,equals,tilde,percent,equals,equals,tilde,tilde,greater-than,equals,percent,tilde,7,06412753,0213,ABBCABBC,experiment
1328,less-than,and,minus,less-than,less-than,and,minus,less-than,less-than,slash,and,minus,less-than,7,46750123,3012,ABCAABCA,experiment
1430,slash,at,greater-than,slash,slash,at,greater-than,slash,greater-than,at,slash,tilde,slash,7,57432016,2301,ABCAABCA,experiment
1373,quote,asterisk,exclamation,quote,quote,asterisk,exclamation,quote,quote,at,asterisk,exclamation,quote,7,05342761,1230,ABCAABCA,experiment
1380,exclamation,greater-than,at,exclamation,exclamation,greater-than,at,exclamation,exclamation,at,greater-than,quote,exclamation,7,07362415,2301,ABCAABCA,experiment
1254,slash,tilde,dollar-sign,slash,slash,tilde,dollar-sign,slash,dollar-sign,slash,tilde,less-than,slash,7,54327601,1032,ABCAABCA,experiment
1308,tilde,percent,quote,tilde,tilde,percent,quote,tilde,tilde,dollar-sign,percent,quote,tilde,7,53021746,2130,ABCAABCA,experiment
1403,angle-up,asterisk,equals,angle-up,angle-up,asterisk,equals,angle-up,plus,angle-up,asterisk,equals,angle-up,7,50137624,0321,ABCAABCA,experiment
1359,exclamation,at,dollar-sign,exclamation,exclamation,at,dollar-sign,exclamation,greater-than,dollar-sign,at,exclamation,exclamation,7,10247365,0321,ABCAABCA,experiment
1241,angle-up,slash,asterisk,angle-up,angle-up,slash,asterisk,angle-up,asterisk,slash,angle-up,and,angle-up,7,17630524,2301,ABCAABCA,experiment
1264,minus,less-than,tilde,minus,minus,less-than,tilde,minus,dollar-sign,less-than,tilde,minus,minus,7,70431256,1203,ABCAABCA,experiment
1215,minus,exclamation,and,minus,minus,exclamation,and,minus,and,exclamation,greater-than,minus,minus,7,42061753,1032,ABCAABCA,experiment
1314,exclamation,at,less-than,exclamation,exclamation,at,less-than,exclamation,at,exclamation,tilde,less-than,exclamation,7,02456317,2130,ABCAABCA,experiment
1391,angle-up,less-than,percent,angle-up,angle-up,less-than,percent,angle-up,angle-up,plus,less-than,percent,angle-up,7,54631702,3210,ABCAABCA,experiment
1217,tilde,greater-than,slash,tilde,tilde,greater-than,slash,tilde,slash,greater-than,tilde,equals,tilde,7,10342756,3012,ABCAABCA,experiment
1213,angle-up,asterisk,at,angle-up,angle-up,asterisk,at,angle-up,asterisk,quote,angle-up,at,angle-up,7,35602147,2310,ABCAABCA,experiment
1273,greater-than,quote,equals,greater-than,greater-than,quote,equals,greater-than,quote,equals,exclamation,greater-than,greater-than,7,46057213,3201,ABCAABCA,experiment
1433,slash,and,less-than,slash,slash,and,less-than,slash,less-than,slash,and,at,slash,7,63470215,1032,ABCAABCA,experiment
1302,slash,asterisk,tilde,slash,slash,asterisk,tilde,slash,asterisk,tilde,and,slash,slash,7,14056237,3012,ABCAABCA,experiment
1333,greater-than,asterisk,dollar-sign,greater-than,greater-than,asterisk,dollar-sign,greater-than,and,dollar-sign,asterisk,greater-than,greater-than,7,25176430,2013,ABCAABCA,experiment
1428,minus,percent,dollar-sign,minus,minus,percent,dollar-sign,minus,dollar-sign,percent,minus,hashtag,minus,7,74156203,1320,ABCAABCA,experiment
2223,dollar-sign,exclamation,tilde,dollar-sign,exclamation,tilde,dollar-sign,exclamation,exclamation,dollar-sign,less-than,tilde,exclamation,7,51074362,1230,ABCABCAB,experiment
2235,exclamation,quote,minus,exclamation,quote,minus,exclamation,quote,dollar-sign,exclamation,quote,minus,quote,7,35016742,3012,ABCABCAB,experiment
2288,slash,angle-up,dollar-sign,slash,angle-up,dollar-sign,slash,angle-up,dollar-sign,slash,hashtag,angle-up,angle-up,7,62304751,0132,ABCABCAB,experiment
2325,at,tilde,and,at,tilde,and,at,tilde,at,minus,tilde,and,tilde,7,01567324,1032,ABCABCAB,experiment
2226,minus,angle-up,at,minus,angle-up,at,minus,angle-up,minus,slash,angle-up,at,angle-up,7,63271450,0231,ABCABCAB,experiment
2363,exclamation,at,hashtag,exclamation,at,hashtag,exclamation,at,slash,at,exclamation,hashtag,at,7,05216743,0312,ABCABCAB,experiment
2393,and,exclamation,dollar-sign,and,exclamation,dollar-sign,and,exclamation,quote,dollar-sign,exclamation,and,exclamation,7,16374502,3021,ABCABCAB,experiment
2234,asterisk,equals,percent,asterisk,equals,percent,asterisk,equals,percent,tilde,asterisk,equals,equals,7,43671052,3012,ABCABCAB,experiment
2330,percent,asterisk,tilde,percent,asterisk,tilde,percent,asterisk,and,percent,tilde,asterisk,asterisk,7,37105246,1320,ABCABCAB,experiment
2217,hashtag,tilde,dollar-sign,hashtag,tilde,dollar-sign,hashtag,tilde,hashtag,dollar-sign,slash,tilde,tilde,7,42731650,2310,ABCABCAB,experiment
2324,at,percent,greater-than,at,percent,greater-than,at,percent,percent,greater-than,at,dollar-sign,percent,7,17205436,3012,ABCABCAB,experiment
2166,percent,at,quote,percent,at,quote,percent,at,quote,at,asterisk,percent,at,7,21340675,0132,ABCABCAB,experiment
2374,dollar-sign,and,asterisk,dollar-sign,and,asterisk,dollar-sign,and,angle-up,asterisk,dollar-sign,and,and,7,30742651,0312,ABCABCAB,experiment
2277,equals,slash,and,equals,slash,and,equals,slash,percent,slash,and,equals,slash,7,57243160,0321,ABCABCAB,experiment
2212,angle-up,slash,equals,angle-up,slash,equals,angle-up,slash,equals,minus,slash,angle-up,slash,7,37654120,0123,ABCABCAB,experiment
2278,asterisk,minus,hashtag,asterisk,minus,hashtag,asterisk,minus,hashtag,dollar-sign,asterisk,minus,minus,7,63054127,1203,ABCABCAB,experiment
2310,equals,exclamation,angle-up,equals,exclamation,angle-up,equals,exclamation,exclamation,greater-than,equals,angle-up,exclamation,7,75630124,1032,ABCABCAB,experiment
2200,percent,exclamation,angle-up,percent,exclamation,angle-up,percent,exclamation,angle-up,quote,percent,exclamation,exclamation,7,35127640,3012,ABCABCAB,experiment
2391,at,angle-up,plus,at,angle-up,plus,at,angle-up,slash,plus,at,angle-up,angle-up,7,03164572,0231,ABCABCAB,experiment
2252,tilde,quote,equals,tilde,quote,equals,tilde,quote,hashtag,tilde,quote,equals,quote,7,73520461,2031,ABCABCAB,experiment
1626,quote,greater-than,less-than,slash,slash,less-than,greater-than,quote,greater-than,slash,quote,less-than,quote,7,56102347,1320,ABCDDCBA,experiment
1497,at,slash,quote,asterisk,asterisk,quote,slash,at,asterisk,at,slash,quote,at,7,76540321,0213,ABCDDCBA,experiment
1503,tilde,asterisk,quote,and,and,quote,asterisk,tilde,quote,and,asterisk,tilde,tilde,7,10563274,3021,ABCDDCBA,experiment
1446,asterisk,and,tilde,less-than,less-than,tilde,and,asterisk,less-than,and,asterisk,tilde,asterisk,7,51042763,1320,ABCDDCBA,experiment
1521,less-than,slash,dollar-sign,quote,quote,dollar-sign,slash,less-than,dollar-sign,quote,less-than,slash,less-than,7,10576342,1320,ABCDDCBA,experiment
1445,equals,dollar-sign,less-than,and,and,less-than,dollar-sign,equals,and,dollar-sign,less-than,equals,equals,7,14057362,0321,ABCDDCBA,experiment
1531,hashtag,plus,quote,tilde,tilde,quote,plus,hashtag,tilde,plus,hashtag,quote,hashtag,7,13452607,1302,ABCDDCBA,experiment
1506,minus,tilde,exclamation,dollar-sign,dollar-sign,exclamation,tilde,minus,exclamation,dollar-sign,tilde,minus,minus,7,31472506,2013,ABCDDCBA,experiment
1672,minus,dollar-sign,plus,exclamation,exclamation,plus,dollar-sign,minus,exclamation,plus,minus,dollar-sign,minus,7,34012576,2013,ABCDDCBA,experiment
1450,quote,slash,exclamation,plus,plus,exclamation,slash,quote,plus,exclamation,slash,quote,quote,7,24351076,0312,ABCDDCBA,experiment
1544,angle-up,dollar-sign,tilde,less-than,less-than,tilde,dollar-sign,angle-up,dollar-sign,tilde,angle-up,less-than,angle-up,7,01634527,3201,ABCDDCBA,experiment
1455,percent,hashtag,quote,minus,minus,quote,hashtag,percent,minus,hashtag,quote,percent,percent,7,37056412,2130,ABCDDCBA,experiment
1549,plus,slash,equals,hashtag,hashtag,equals,slash,plus,slash,hashtag,plus,equals,plus,7,43026571,2301,ABCDDCBA,experiment
1441,quote,equals,plus,angle-up,angle-up,plus,equals,quote,quote,equals,plus,angle-up,quote,7,43506721,1230,ABCDDCBA,experiment
1676,angle-up,plus,minus,tilde,tilde,minus,plus,angle-up,tilde,minus,angle-up,plus,angle-up,7,04571263,0213,ABCDDCBA,experiment
1561,angle-up,slash,less-than,tilde,tilde,less-than,slash,angle-up,tilde,angle-up,less-than,slash,angle-up,7,34612075,3102,ABCDDCBA,experiment
1537,greater-than,percent,tilde,equals,equals,tilde,percent,greater-than,greater-than,percent,tilde,equals,greater-than,7,73402156,2013,ABCDDCBA,experiment
1624,exclamation,greater-than,quote,hashtag,hashtag,quote,greater-than,exclamation,quote,greater-than,exclamation,hashtag,exclamation,7,47526013,1230,ABCDDCBA,experiment
1493,at,tilde,plus,minus,minus,plus,tilde,at,plus,at,minus,tilde,at,7,32750416,3201,ABCDDCBA,experiment
1457,percent,exclamation,tilde,plus,plus,tilde,exclamation,percent,tilde,exclamation,plus,percent,percent,7,32576401,3012,ABCDDCBA,experiment
2097,greater-than,quote,equals,percent,hashtag,percent,equals,quote,quote,equals,greater-than,hashtag,quote,7,24360571,1203,ABCDEDCB,experiment
1987,hashtag,at,tilde,slash,exclamation,slash,tilde,at,exclamation,at,hashtag,tilde,at,7,07514326,2031,ABCDEDCB,experiment
1977,equals,plus,exclamation,angle-up,slash,angle-up,exclamation,plus,angle-up,exclamation,plus,slash,plus,7,26530741,1203,ABCDEDCB,experiment
1984,dollar-sign,asterisk,hashtag,exclamation,tilde,exclamation,hashtag,asterisk,asterisk,hashtag,dollar-sign,exclamation,asterisk,7,21746305,0231,ABCDEDCB,experiment
1936,tilde,exclamation,percent,greater-than,hashtag,greater-than,percent,exclamation,exclamation,hashtag,tilde,percent,exclamation,7,32610547,3210,ABCDEDCB,experiment
2039,plus,and,dollar-sign,less-than,exclamation,less-than,dollar-sign,and,less-than,and,dollar-sign,plus,and,7,74053621,0312,ABCDEDCB,experiment
1973,plus,greater-than,dollar-sign,quote,at,quote,dollar-sign,greater-than,dollar-sign,at,quote,greater-than,greater-than,7,63514072,2031,ABCDEDCB,experiment
2048,asterisk,quote,percent,equals,and,equals,percent,quote,quote,percent,and,equals,quote,7,12746053,0213,ABCDEDCB,experiment
2034,tilde,minus,plus,slash,dollar-sign,slash,plus,minus,slash,dollar-sign,minus,tilde,minus,7,63250714,1032,ABCDEDCB,experiment
1968,hashtag,quote,plus,percent,slash,percent,plus,quote,plus,quote,slash,percent,quote,7,30642715,0312,ABCDEDCB,experiment
2064,less-than,tilde,exclamation,asterisk,greater-than,asterisk,exclamation,tilde,exclamation,less-than,asterisk,tilde,tilde,7,23615407,3102,ABCDEDCB,experiment
2021,and,dollar-sign,tilde,at,quote,at,tilde,dollar-sign,tilde,at,dollar-sign,quote,dollar-sign,7,14527360,0231,ABCDEDCB,experiment
2016,equals,exclamation,and,percent,less-than,percent,and,exclamation,equals,and,exclamation,less-than,exclamation,7,75614023,3102,ABCDEDCB,experiment
1924,greater-than,slash,angle-up,minus,equals,minus,angle-up,slash,greater-than,slash,equals,minus,slash,7,56703214,0312,ABCDEDCB,experiment
1976,plus,at,slash,less-than,percent,less-than,slash,at,percent,slash,at,less-than,at,7,24307516,3012,ABCDEDCB,experiment
1971,less-than,greater-than,and,equals,slash,equals,and,greater-than,slash,greater-than,and,less-than,greater-than,7,25147063,2013,ABCDEDCB,experiment
2142,hashtag,asterisk,at,less-than,angle-up,less-than,at,asterisk,less-than,asterisk,at,angle-up,asterisk,7,53102467,1023,ABCDEDCB,experiment
2129,equals,greater-than,and,hashtag,exclamation,hashtag,and,greater-than,greater-than,hashtag,equals,exclamation,greater-than,7,07324165,3120,ABCDEDCB,experiment
1974,less-than,dollar-sign,at,asterisk,greater-than,asterisk,at,dollar-sign,less-than,asterisk,dollar-sign,at,dollar-sign,7,30672451,3021,ABCDEDCB,experiment
2139,tilde,quote,dollar-sign,minus,less-than,minus,dollar-sign,quote,quote,tilde,minus,dollar-sign,quote,7,06741253,2130,ABCDEDCB,experiment
1768,hashtag,equals,angle-up,slash,exclamation,exclamation,slash,angle-up,exclamation,hashtag,angle-up,equals,angle-up,7,12543076,1320,ABCDEEDC,experiment
1709,angle-up,exclamation,dollar-sign,equals,plus,plus,equals,dollar-sign,equals,dollar-sign,exclamation,plus,dollar-sign,7,57021346,0213,ABCDEEDC,experiment
1813,and,at,tilde,greater-than,hashtag,hashtag,greater-than,tilde,tilde,greater-than,hashtag,and,tilde,7,75360412,0321,ABCDEEDC,experiment
1845,and,angle-up,hashtag,slash,greater-than,greater-than,slash,hashtag,and,greater-than,hashtag,angle-up,hashtag,7,75032614,3210,ABCDEEDC,experiment
1909,at,minus,tilde,asterisk,percent,percent,asterisk,tilde,asterisk,tilde,minus,percent,tilde,7,74653012,1302,ABCDEEDC,experiment
1695,hashtag,equals,angle-up,less-than,minus,minus,less-than,angle-up,hashtag,equals,less-than,angle-up,angle-up,7,05132467,2130,ABCDEEDC,experiment
