item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
364,angle-up,dollar-sign,angle-up,dollar-sign,at,exclamation,at,exclamation,angle-up,exclamation,at,dollar-sign,exclamation,7,67413520,1023,ABABCDCD,experiment
404,dollar-sign,percent,dollar-sign,percent,exclamation,tilde,exclamation,tilde,percent,exclamation,dollar-sign,tilde,tilde,7,15643270,0213,ABABCDCD,experiment
387,exclamation,equals,exclamation,equals,asterisk,at,asterisk,at,at,asterisk,exclamation,equals,at,7,10457623,3021,ABABCDCD,experiment
384,less-than,at,less-than,at,percent,slash,percent,slash,slash,percent,less-than,at,slash,7,51374260,3021,ABABCDCD,experiment
464,slash,quote,slash,quote,asterisk,minus,asterisk,minus,slash,quote,asterisk,minus,minus,7,31274065,3120,ABABCDCD,experiment
415,equals,percent,equals,percent,dollar-sign,less-than,dollar-sign,less-than,equals,less-than,dollar-sign,percent,less-than,7,52407136,0132,ABABCDCD,experiment
339,percent,less-than,percent,less-than,plus,greater-than,plus,greater-than,plus,greater-than,less-than,percent,greater-than,7,57210634,3120,ABABCDCD,experiment
302,quote,angle-up,quote,angle-up,exclamation,at,exclamation,at,at,quote,angle-up,exclamation,at,7,61524307,2130,ABABCDCD,experiment
414,slash,equals,slash,equals,dollar-sign,less-than,dollar-sign,less-than,slash,less-than,equals,dollar-sign,less-than,7,42013576,2310,ABABCDCD,experiment
397,tilde,angle-up,tilde,angle-up,slash,dollar-sign,slash,dollar-sign,angle-up,dollar-sign,slash,tilde,dollar-sign,7,36057421,0123,ABABCDCD,experiment
409,tilde,greater-than,tilde,greater-than,minus,plus,minus,plus,plus,tilde,minus,greater-than,plus,7,65130274,3021,ABABCDCD,experiment
317,quote,at,quote,at,hashtag,dollar-sign,hashtag,dollar-sign,dollar-sign,quote,at,hashtag,dollar-sign,7,32460715,1302,ABABCDCD,experiment
357,and,angle-up,and,angle-up,less-than,hashtag,less-than,hashtag,angle-up,and,less-than,hashtag,hashtag,7,54021376,3210,ABABCDCD,experiment
252,less-than,angle-up,less-than,angle-up,minus,asterisk,minus,asterisk,minus,asterisk,less-than,angle-up,asterisk,7,60275134,3021,ABABCDCD,experiment
274,hashtag,plus,hashtag,plus,at,minus,at,minus,plus,at,minus,hashtag,minus,7,56074123,3210,ABABCDCD,experiment
383,and,quote,and,quote,less-than,hashtag,less-than,hashtag,less-than,hashtag,and,quote,hashtag,7,31625470,1032,ABABCDCD,experiment
427,slash,minus,slash,minus,hashtag,greater-than,hashtag,greater-than,hashtag,greater-than,slash,minus,greater-than,7,20437516,0213,ABABCDCD,experiment
366,tilde,exclamation,tilde,exclamation,dollar-sign,asterisk,dollar-sign,asterisk,asterisk,dollar-sign,tilde,exclamation,asterisk,7,67204135,2310,ABABCDCD,experiment
591,percent,asterisk,asterisk,percent,percent,asterisk,asterisk,percent,percent,plus,hashtag,asterisk,percent,7,65234017,2130,ABBAABBA,experiment
533,dollar-sign,and,and,dollar-sign,dollar-sign,and,and,dollar-sign,and,dollar-sign,minus,asterisk,dollar-sign,7,75130462,1032,ABBAABBA,experiment
666,less-than,hashtag,hashtag,less-than,less-than,hashtag,hashtag,less-than,tilde,hashtag,and,less-than,less-than,7,71425360,2301,ABBAABBA,experiment
620,hashtag,and,and,hashtag,hashtag,and,and,hashtag,asterisk,hashtag,and,angle-up,hashtag,7,47063521,3120,ABBAABBA,experiment
599,equals,percent,percent,equals,equals,percent,percent,equals,hashtag,percent,equals,and,equals,7,23610574,1032,ABBAABBA,experiment
700,minus,greater-than,greater-than,minus,minus,greater-than,greater-than,minus,minus,equals,greater-than,percent,minus,7,75610342,0231,ABBAABBA,experiment
637,at,asterisk,asterisk,at,at,asterisk,asterisk,at,dollar-sign,asterisk,at,slash,at,7,20157364,3201,ABBAABBA,experiment
640,equals,hashtag,hashtag,equals,equals,hashtag,hashtag,equals,plus,hashtag,equals,angle-up,equals,7,47123065,0312,ABBAABBA,experiment
565,equals,asterisk,asterisk,equals,equals,asterisk,asterisk,equals,tilde,asterisk,equals,angle-up,equals,7,51276034,2013,ABBAABBA,experiment
671,quote,equals,equals,quote,quote,equals,equals,quote,quote,hashtag,less-than,equals,quote,7,65374012,3210,ABBAABBA,experiment
675,plus,slash,slash,plus,plus,slash,slash,plus,slash,less-than,asterisk,plus,plus,7,64230715,2301,ABBAABBA,experiment
632,slash,dollar-sign,dollar-sign,slash,slash,dollar-sign,dollar-sign,slash,dollar-sign,tilde,slash,greater-than,slash,7,35461720,1230,ABBAABBA,experiment
701,minus,exclamation,exclamation,minus,minus,exclamation,exclamation,minus,plus,quote,exclamation,minus,minus,7,65271034,2103,ABBAABBA,experiment
636,angle-up,quote,quote,angle-up,angle-up,quote,quote,angle-up,quote,hashtag,angle-up,plus,angle-up,7,31706245,3021,ABBAABBA,experiment
502,exclamation,dollar-sign,dollar-sign,exclamation,exclamation,dollar-sign,dollar-sign,exclamation,exclamation,asterisk,plus,dollar-sign,exclamation,7,13725640,1230,ABBAABBA,experiment
608,less-than,quote,quote,less-than,less-than,quote,quote,less-than,and,quote,tilde,less-than,less-than,7,16354207,0231,ABBAABBA,experiment
629,minus,and,and,minus,minus,and,and,minus,asterisk,minus,exclamation,and,minus,7,10345627,3201,ABBAABBA,experiment
699,exclamation,equals,equals,exclamation,exclamation,equals,equals,exclamation,greater-than,percent,equals,exclamation,exclamation,7,72105436,2130,ABBAABBA,experiment
580,at,tilde,tilde,at,at,tilde,tilde,at,less-than,tilde,angle-up,at,at,7,62751034,0321,ABBAABBA,experiment
498,asterisk,tilde,tilde,asterisk,asterisk,tilde,tilde,asterisk,tilde,percent,asterisk,exclamation,asterisk,7,47326051,3210,ABBAABBA,experiment
863,quote,slash,slash,quote,asterisk,exclamation,exclamation,asterisk,asterisk,slash,quote,exclamation,asterisk,7,14372605,2031,ABBACDDC,experiment
856,greater-than,percent,percent,greater-than,asterisk,angle-up,angle-up,asterisk,asterisk,greater-than,percent,angle-up,asterisk,7,37016425,1302,ABBACDDC,experiment
738,dollar-sign,greater-than,greater-than,dollar-sign,and,hashtag,hashtag,and,hashtag,dollar-sign,and,greater-than,and,7,32064751,2301,ABBACDDC,experiment
782,equals,angle-up,angle-up,equals,hashtag,quote,quote,hashtag,hashtag,equals,quote,angle-up,hashtag,7,27435160,3210,ABBACDDC,experiment
756,dollar-sign,slash,slash,dollar-sign,percent,tilde,tilde,percent,slash,dollar-sign,tilde,percent,percent,7,40276315,3120,ABBACDDC,experiment
855,plus,less-than,less-than,plus,exclamation,slash,slash,exclamation,plus,slash,less-than,exclamation,exclamation,7,43617025,1023,ABBACDDC,experiment
779,hashtag,percent,percent,hashtag,minus,greater-than,greater-than,minus,greater-than,minus,percent,hashtag,minus,7,05642317,0213,ABBACDDC,experiment
751,at,plus,plus,at,tilde,hashtag,hashtag,tilde,plus,tilde,hashtag,at,tilde,7,60174325,1302,ABBACDDC,experiment
845,percent,minus,minus,percent,slash,hashtag,hashtag,slash,percent,minus,slash,hashtag,slash,7,40627513,3012,ABBACDDC,experiment
796,angle-up,at,at,angle-up,quote,greater-than,greater-than,quote,at,quote,angle-up,greater-than,quote,7,46201375,1230,ABBACDDC,experiment
754,exclamation,slash,slash,exclamation,equals,angle-up,angle-up,equals,exclamation,slash,angle-up,equals,equals,7,72305164,2031,ABBACDDC,experiment
867,minus,and,and,minus,dollar-sign,equals,equals,dollar-sign,and,equals,minus,dollar-sign,dollar-sign,7,06215473,0321,ABBACDDC,experiment
886,plus,greater-than,greater-than,plus,dollar-sign,angle-up,angle-up,dollar-sign,greater-than,angle-up,dollar-sign,plus,dollar-sign,7,51307462,1302,ABBACDDC,experiment
906,angle-up,less-than,less-than,angle-up,asterisk,at,at,asterisk,at,less-than,asterisk,angle-up,asterisk,7,26304715,0213,ABBACDDC,experiment
812,less-than,hashtag,hashtag,less-than,tilde,angle-up,angle-up,tilde,hashtag,tilde,angle-up,less-than,tilde,7,67541302,1302,ABBACDDC,experiment
838,greater-than,quote,quote,greater-than,dollar-sign,minus,minus,dollar-sign,minus,dollar-sign,quote,greater-than,dollar-sign,7,21675430,0132,ABBACDDC,experiment
790,less-than,and,and,less-than,plus,greater-than,greater-than,plus,and,greater-than,less-than,plus,plus,7,53721064,3201,ABBACDDC,experiment
861,hashtag,asterisk,asterisk,hashtag,plus,dollar-sign,dollar-sign,plus,asterisk,hashtag,dollar-sign,plus,plus,7,35764210,3201,ABBACDDC,experiment
840,and,quote,quote,and,plus,dollar-sign,dollar-sign,plus,and,plus,quote,dollar-sign,plus,7,64523170,1320,ABBACDDC,experiment
932,hashtag,less-than,less-than,hashtag,exclamation,angle-up,angle-up,exclamation,hashtag,less-than,angle-up,exclamation,exclamation,7,52417360,1203,ABBACDDC,experiment
1153,plus,percent,percent,dollar-sign,plus,percent,percent,dollar-sign,plus,and,dollar-sign,percent,dollar-sign,7,45271306,2031,ABBCABBC,experiment
1066,greater-than,percent,percent,plus,greater-than,percent,percent,plus,equals,greater-than,plus,percent,plus,7,25167043,1320,ABBCABBC,experiment
1069,greater-than,and,and,at,greater-than,and,and,at,dollar-sign,greater-than,at,and,at,7,76140235,2130,ABBCABBC,experiment
994,slash,plus,plus,less-than,slash,plus,plus,less-than,plus,less-than,slash,minus,less-than,7,10325467,0123,ABBCABBC,experiment
1073,and,less-than,less-than,quote,and,less-than,less-than,quote,and,quote,greater-than,less-than,quote,7,10365742,3201,ABBCABBC,experiment
1044,slash,less-than,less-than,at,slash,less-than,less-than,at,less-than,angle-up,slash,at,at,7,47362510,0312,ABBCABBC,experiment
1129,greater-than,asterisk,asterisk,hashtag,greater-than,asterisk,asterisk,hashtag,greater-than,asterisk,hashtag,slash,hashtag,7,75614023,1023,ABBCABBC,experiment
1166,quote,plus,plus,hashtag,quote,plus,plus,hashtag,plus,quote,hashtag,equals,hashtag,7,50674213,1032,ABBCABBC,experiment
1068,dollar-sign,equals,equals,and,dollar-sign,equals,equals,and,and,equals,quote,dollar-sign,and,7,46513207,3102,ABBCABBC,experiment
1013,hashtag,and,and,tilde,hashtag,and,and,tilde,and,asterisk,tilde,hashtag,tilde,7,47132506,2310,ABBCABBC,experiment
1072,less-than,tilde,tilde,quote,less-than,tilde,tilde,quote,quote,tilde,equals,less-than,quote,7,76521043,1302,ABBCABBC,experiment
1134,plus,hashtag,hashtag,tilde,plus,hashtag,hashtag,tilde,hashtag,plus,equals,tilde,tilde,7,53472160,1302,ABBCABBC,experiment
1177,minus,and,and,exclamation,minus,and,and,exclamation,and,exclamation,minus,hashtag,exclamation,7,52743160,0231,ABBCABBC,experiment
1115,slash,dollar-sign,dollar-sign,asterisk,slash,dollar-sign,dollar-sign,asterisk,less-than,slash,dollar-sign,asterisk,asterisk,7,63527014,3201,ABBCABBC,experiment
1055,angle-up,exclamation,exclamation,quote,angle-up,exclamation,exclamation,quote,quote,angle-up,exclamation,percent,quote,7,30754261,3012,ABBCABBC,experiment
1119,minus,hashtag,hashtag,less-than,minus,hashtag,hashtag,less-than,minus,less-than,at,hashtag,less-than,7,04362517,2301,ABBCABBC,experiment
1181,plus,slash,slash,at,plus,slash,slash,at,plus,at,dollar-sign,slash,at,7,26043571,0231,ABBCABBC,experiment
1173,angle-up,percent,percent,less-than,angle-up,percent,percent,less-than,angle-up,percent,tilde,less-than,less-than,7,50624713,3021,ABBCABBC,experiment
1062,slash,and,and,exclamation,slash,and,and,exclamation,slash,quote,and,exclamation,exclamation,7,51620374,0123,ABBCABBC,experiment
1038,minus,greater-than,greater-than,less-than,minus,greater-than,greater-than,less-than,dollar-sign,minus,greater-than,less-than,less-than,7,14356207,0312,ABBCABBC,experiment
1327,asterisk,slash,less-than,asterisk,asterisk,slash,less-than,asterisk,less-than,slash,greater-than,asterisk,asterisk,7,57463201,3102,ABCAABCA,experiment
1210,angle-up,hashtag,dollar-sign,angle-up,angle-up,hashtag,dollar-sign,angle-up,angle-up,hashtag,dollar-sign,equals,angle-up,7,62437510,0123,ABCAABCA,experiment
1338,hashtag,at,percent,hashtag,hashtag,at,percent,hashtag,plus,percent,at,hashtag,hashtag,7,74103562,3120,ABCAABCA,experiment
1283,asterisk,exclamation,greater-than,asterisk,asterisk,exclamation,greater-than,asterisk,greater-than,slash,asterisk,exclamation,asterisk,7,20517463,2031,ABCAABCA,experiment
1400,less-than,tilde,quote,less-than,less-than,tilde,quote,less-than,and,tilde,less-than,quote,less-than,7,16574203,3012,ABCAABCA,experiment
1332,greater-than,equals,angle-up,greater-than,greater-than,equals,angle-up,greater-than,greater-than,angle-up,hashtag,equals,greater-than,7,75164230,2310,ABCAABCA,experiment
1369,less-than,hashtag,greater-than,less-than,less-than,hashtag,greater-than,less-than,hashtag,slash,greater-than,less-than,less-than,7,53127604,2301,ABCAABCA,experiment
1389,exclamation,angle-up,plus,exclamation,exclamation,angle-up,plus,exclamation,exclamation,angle-up,plus,quote,exclamation,7,25306471,3201,ABCAABCA,experiment
1222,dollar-sign,angle-up,percent,dollar-sign,dollar-sign,angle-up,percent,dollar-sign,percent,dollar-sign,and,angle-up,dollar-sign,7,07214365,2103,ABCAABCA,experiment
1375,and,exclamation,minus,and,and,exclamation,minus,and,and,minus,percent,exclamation,and,7,37251406,2130,ABCAABCA,experiment
1281,less-than,greater-than,tilde,less-than,less-than,greater-than,tilde,less-than,less-than,greater-than,tilde,quote,less-than,7,70412563,0321,ABCAABCA,experiment
1426,hashtag,at,tilde,hashtag,hashtag,at,tilde,hashtag,at,tilde,hashtag,angle-up,hashtag,7,42657031,1302,ABCAABCA,experiment
1347,minus,tilde,percent,minus,minus,tilde,percent,minus,percent,tilde,exclamation,minus,minus,7,03524167,1320,ABCAABCA,experiment
1392,quote,angle-up,less-than,quote,quote,angle-up,less-than,quote,angle-up,less-than,quote,tilde,quote,7,35210674,0213,ABCAABCA,experiment
1201,percent,asterisk,greater-than,percent,percent,asterisk,greater-than,percent,greater-than,minus,percent,asterisk,percent,7,16273045,0231,ABCAABCA,experiment
1225,at,minus,exclamation,at,at,minus,exclamation,at,exclamation,equals,minus,at,at,7,05132746,1032,ABCAABCA,experiment
1414,hashtag,angle-up,slash,hashtag,hashtag,angle-up,slash,hashtag,asterisk,hashtag,slash,angle-up,hashtag,7,76452013,2301,ABCAABCA,experiment
1231,percent,at,minus,percent,percent,at,minus,percent,at,minus,percent,less-than,percent,7,21476350,0123,ABCAABCA,experiment
1295,minus,quote,equals,minus,minus,quote,equals,minus,equals,minus,tilde,quote,minus,7,65431072,3102,ABCAABCA,experiment
1355,angle-up,tilde,equals,angle-up,angle-up,tilde,equals,angle-up,angle-up,tilde,less-than,equals,angle-up,7,56374120,2301,ABCAABCA,experiment
2261,greater-than,quote,equals,greater-than,quote,equals,greater-than,quote,minus,quote,greater-than,equals,quote,7,47301652,1023,ABCABCAB,experiment
2318,angle-up,asterisk,and,angle-up,asterisk,and,angle-up,asterisk,angle-up,and,plus,asterisk,asterisk,7,40172365,3210,ABCABCAB,experiment
2168,and,angle-up,tilde,and,angle-up,tilde,and,angle-up,exclamation,tilde,and,angle-up,angle-up,7,42761350,3210,ABCABCAB,experiment
2227,at,less-than,equals,at,less-than,equals,at,less-than,equals,less-than,angle-up,at,less-than,7,20465371,1320,ABCABCAB,experiment
2247,percent,greater-than,less-than,percent,greater-than,less-than,percent,greater-than,less-than,equals,greater-than,percent,greater-than,7,70615342,1203,ABCABCAB,experiment
2296,tilde,minus,angle-up,tilde,minus,angle-up,tilde,minus,tilde,angle-up,minus,hashtag,minus,7,63210745,2301,ABCABCAB,experiment
2254,dollar-sign,and,less-than,dollar-sign,and,less-than,dollar-sign,and,and,dollar-sign,equals,less-than,and,7,64375201,0231,ABCABCAB,experiment
2358,exclamation,tilde,slash,exclamation,tilde,slash,exclamation,tilde,exclamation,tilde,slash,quote,tilde,7,60317425,2013,ABCABCAB,experiment
2336,angle-up,asterisk,exclamation,angle-up,asterisk,exclamation,angle-up,asterisk,angle-up,asterisk,percent,exclamation,asterisk,7,54720316,2310,ABCABCAB,experiment
2361,hashtag,greater-than,plus,hashtag,greater-than,plus,hashtag,greater-than,hashtag,plus,dollar-sign,greater-than,greater-than,7,53260174,2013,ABCABCAB,experiment
2291,greater-than,minus,dollar-sign,greater-than,minus,dollar-sign,greater-than,minus,minus,dollar-sign,greater-than,less-than,minus,7,60321475,1320,ABCABCAB,experiment
2209,less-than,equals,tilde,less-than,equals,tilde,less-than,equals,minus,less-than,equals,tilde,equals,7,52603471,1023,ABCABCAB,experiment
2302,minus,dollar-sign,slash,minus,dollar-sign,slash,minus,dollar-sign,angle-up,slash,minus,dollar-sign,dollar-sign,7,51642037,2301,ABCABCAB,experiment
2314,minus,angle-up,dollar-sign,minus,angle-up,dollar-sign,minus,angle-up,angle-up,slash,dollar-sign,minus,angle-up,7,27304156,2013,ABCABCAB,experiment
2392,equals,tilde,minus,equals,tilde,minus,equals,tilde,equals,tilde,at,minus,tilde,7,14760253,2310,ABCABCAB,experiment
2214,equals,asterisk,dollar-sign,equals,asterisk,dollar-sign,equals,asterisk,dollar-sign,equals,tilde,asterisk,asterisk,7,31426507,1023,ABCABCAB,experiment
2390,percent,and,angle-up,percent,and,angle-up,percent,and,and,asterisk,angle-up,percent,and,7,30526471,2103,ABCABCAB,experiment
2199,plus,quote,asterisk,plus,quote,asterisk,plus,quote,quote,plus,asterisk,percent,quote,7,50436217,3210,ABCABCAB,experiment
2210,at,tilde,quote,at,tilde,quote,at,tilde,tilde,plus,at,quote,tilde,7,24165703,1032,ABCABCAB,experiment
2255,quote,equals,hashtag,quote,equals,hashtag,quote,equals,percent,quote,hashtag,equals,equals,7,61247503,0321,ABCABCAB,experiment
1588,hashtag,equals,minus,tilde,tilde,minus,equals,hashtag,equals,tilde,minus,hashtag,hashtag,7,21345706,1032,ABCDDCBA,experiment
1615,dollar-sign,minus,hashtag,quote,quote,hashtag,minus,dollar-sign,dollar-sign,quote,hashtag,minus,dollar-sign,7,63014725,3021,ABCDDCBA,experiment
1632,slash,hashtag,equals,and,and,equals,hashtag,slash,and,equals,hashtag,slash,slash,7,07356214,1023,ABCDDCBA,experiment
1634,minus,hashtag,quote,and,and,quote,hashtag,minus,hashtag,and,minus,quote,minus,7,34612075,2310,ABCDDCBA,experiment
1538,greater-than,equals,percent,hashtag,hashtag,percent,equals,greater-than,greater-than,equals,hashtag,percent,greater-than,7,04376152,2310,ABCDDCBA,experiment
1637,hashtag,asterisk,exclamation,less-than,less-than,exclamation,asterisk,hashtag,hashtag,asterisk,less-than,exclamation,hashtag,7,52341760,2031,ABCDDCBA,experiment
1529,tilde,equals,greater-than,slash,slash,greater-than,equals,tilde,slash,equals,greater-than,tilde,tilde,7,75304162,2013,ABCDDCBA,experiment
1573,percent,minus,exclamation,hashtag,hashtag,exclamation,minus,percent,hashtag,percent,exclamation,minus,percent,7,40537126,1320,ABCDDCBA,experiment
1602,percent,slash,plus,equals,equals,plus,slash,percent,equals,plus,percent,slash,percent,7,42367015,2301,ABCDDCBA,experiment
1617,slash,minus,exclamation,asterisk,asterisk,exclamation,minus,slash,asterisk,minus,slash,exclamation,slash,7,06271453,0321,ABCDDCBA,experiment
1565,slash,plus,at,greater-than,greater-than,at,plus,slash,greater-than,at,slash,plus,slash,7,73150246,1032,ABCDDCBA,experiment
1667,slash,hashtag,minus,tilde,tilde,minus,hashtag,slash,tilde,slash,hashtag,minus,slash,7,70246513,0231,ABCDDCBA,experiment
1486,and,quote,hashtag,slash,slash,hashtag,quote,and,and,quote,hashtag,slash,and,7,76542301,3201,ABCDDCBA,experiment
1590,angle-up,percent,dollar-sign,hashtag,hashtag,dollar-sign,percent,angle-up,hashtag,dollar-sign,percent,angle-up,angle-up,7,24137506,3120,ABCDDCBA,experiment
1674,minus,exclamation,plus,asterisk,asterisk,plus,exclamation,minus,asterisk,plus,exclamation,minus,minus,7,24753061,0123,ABCDDCBA,experiment
1567,greater-than,quote,slash,exclamation,exclamation,slash,quote,greater-than,quote,greater-than,exclamation,slash,greater-than,7,72034651,1320,ABCDDCBA,experiment
1641,at,asterisk,slash,minus,minus,slash,asterisk,at,minus,slash,at,asterisk,at,7,63152074,3210,ABCDDCBA,experiment
1539,hashtag,less-than,dollar-sign,quote,quote,dollar-sign,less-than,hashtag,less-than,quote,dollar-sign,hashtag,hashtag,7,37025416,0321,ABCDDCBA,experiment
1633,asterisk,at,hashtag,greater-than,greater-than,hashtag,at,asterisk,hashtag,greater-than,at,asterisk,asterisk,7,26314570,1203,ABCDDCBA,experiment
1661,at,minus,angle-up,dollar-sign,dollar-sign,angle-up,minus,at,angle-up,at,minus,dollar-sign,at,7,54702316,2013,ABCDDCBA,experiment
2082,less-than,minus,dollar-sign,tilde,percent,tilde,dollar-sign,minus,minus,less-than,dollar-sign,tilde,minus,7,74150263,1302,ABCDEDCB,experiment
2096,equals,hashtag,slash,less-than,minus,less-than,slash,hashtag,minus,less-than,slash,hashtag,hashtag,7,67215304,1302,ABCDEDCB,experiment
2135,less-than,greater-than,asterisk,hashtag,at,hashtag,asterisk,greater-than,greater-than,at,asterisk,less-than,greater-than,7,53714026,2103,ABCDEDCB,experiment
1998,less-than,dollar-sign,asterisk,minus,equals,minus,asterisk,dollar-sign,equals,asterisk,less-than,dollar-sign,dollar-sign,7,21437056,0213,ABCDEDCB,experiment
2062,at,tilde,and,exclamation,asterisk,exclamation,and,tilde,and,tilde,asterisk,at,tilde,7,12364057,2301,ABCDEDCB,experiment
1989,and,tilde,plus,at,greater-than,at,plus,tilde,and,greater-than,plus,tilde,tilde,7,73245160,2130,ABCDEDCB,experiment
2150,plus,exclamation,and,dollar-sign,equals,dollar-sign,and,exclamation,and,plus,dollar-sign,exclamation,exclamation,7,26104537,1302,ABCDEDCB,experiment
2092,less-than,slash,and,angle-up,exclamation,angle-up,and,slash,less-than,slash,angle-up,and,slash,7,62305741,0321,ABCDEDCB,experiment
2029,minus,percent,quote,greater-than,less-than,greater-than,quote,percent,less-than,quote,greater-than,percent,percent,7,54207631,1032,ABCDEDCB,experiment
1945,at,plus,slash,greater-than,tilde,greater-than,slash,plus,plus,slash,greater-than,tilde,plus,7,41607235,2310,ABCDEDCB,experiment
1982,less-than,plus,asterisk,minus,equals,minus,asterisk,plus,plus,asterisk,less-than,equals,plus,7,23405176,0312,ABCDEDCB,experiment
2057,angle-up,and,greater-than,at,slash,at,greater-than,and,and,at,greater-than,slash,and,7,15764320,2310,ABCDEDCB,experiment
1927,greater-than,less-than,quote,percent,plus,percent,quote,less-than,quote,greater-than,less-than,percent,less-than,7,54736012,0123,ABCDEDCB,experiment
1950,greater-than,quote,tilde,at,less-than,at,tilde,quote,tilde,at,greater-than,quote,quote,7,74501236,3120,ABCDEDCB,experiment
2138,hashtag,plus,tilde,at,equals,at,tilde,plus,equals,plus,hashtag,tilde,plus,7,60214357,1302,ABCDEDCB,experiment
2011,dollar-sign,greater-than,slash,quote,minus,quote,slash,greater-than,dollar-sign,greater-than,minus,quote,greater-than,7,73251460,3120,ABCDEDCB,experiment
2007,exclamation,plus,tilde,minus,slash,minus,tilde,plus,minus,plus,slash,tilde,plus,7,31562740,0123,ABCDEDCB,experiment
1978,at,exclamation,quote,hashtag,equals,hashtag,quote,exclamation,quote,exclamation,equals,hashtag,exclamation,7,32167540,1320,ABCDEDCB,experiment
1964,equals,minus,and,quote,dollar-sign,quote,and,minus,minus,and,quote,equals,minus,7,46253071,2130,ABCDEDCB,experiment
2106,minus,dollar-sign,asterisk,and,less-than,and,asterisk,dollar-sign,minus,less-than,and,dollar-sign,dollar-sign,7,60153247,2130,ABCDEDCB,experiment
1811,tilde,slash,equals,and,at,at,and,equals,and,equals,slash,at,equals,7,71604532,3021,ABCDEEDC,experiment
1899,angle-up,hashtag,slash,and,tilde,tilde,and,slash,angle-up,hashtag,tilde,slash,slash,7,63547102,3210,ABCDEEDC,experiment
1898,greater-than,quote,slash,at,asterisk,asterisk,at,slash,quote,asterisk,slash,greater-than,slash,7,02174563,0231,ABCDEEDC,experiment
1704,dollar-sign,minus,tilde,slash,and,and,slash,tilde,slash,tilde,and,dollar-sign,tilde,7,73465012,2031,ABCDEEDC,experiment
