item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
327,percent,asterisk,percent,asterisk,dollar-sign,less-than,dollar-sign,less-than,less-than,asterisk,dollar-sign,percent,less-than,7,61047352,3102,ABABCDCD,experiment
449,equals,percent,equals,percent,asterisk,less-than,asterisk,less-than,equals,percent,asterisk,less-than,less-than,7,45213670,0231,ABABCDCD,experiment
249,percent,quote,percent,quote,hashtag,dollar-sign,hashtag,dollar-sign,percent,dollar-sign,hashtag,quote,dollar-sign,7,64032751,2310,ABABCDCD,experiment
341,and,asterisk,and,asterisk,dollar-sign,plus,dollar-sign,plus,asterisk,plus,and,dollar-sign,plus,7,41536720,0132,ABABCDCD,experiment
618,slash,plus,plus,slash,slash,plus,plus,slash,and,plus,less-than,slash,slash,7,13645702,0231,ABBAABBA,experiment
693,greater-than,asterisk,asterisk,greater-than,greater-than,asterisk,asterisk,greater-than,greater-than,less-than,asterisk,and,greater-than,7,34601257,2310,ABBAABBA,experiment
556,plus,dollar-sign,dollar-sign,plus,plus,dollar-sign,dollar-sign,plus,plus,slash,dollar-sign,equals,plus,7,52176034,1032,ABBAABBA,experiment
626,slash,equals,equals,slash,slash,equals,equals,slash,slash,dollar-sign,percent,equals,slash,7,42530167,0231,ABBAABBA,experiment
621,greater-than,dollar-sign,dollar-sign,greater-than,greater-than,dollar-sign,dollar-sign,greater-than,greater-than,dollar-sign,quote,at,greater-than,7,54716023,2031,ABBAABBA,experiment
585,angle-up,greater-than,greater-than,angle-up,angle-up,greater-than,greater-than,angle-up,exclamation,percent,angle-up,greater-than,angle-up,7,53714062,0231,ABBAABBA,experiment
596,less-than,plus,plus,less-than,less-than,plus,plus,less-than,less-than,greater-than,at,plus,less-than,7,10652743,0231,ABBAABBA,experiment
649,slash,greater-than,greater-than,slash,slash,greater-than,greater-than,slash,hashtag,slash,greater-than,tilde,slash,7,43672510,0213,ABBAABBA,experiment
544,and,dollar-sign,dollar-sign,and,and,dollar-sign,dollar-sign,and,percent,dollar-sign,and,exclamation,and,7,05432176,0312,ABBAABBA,experiment
540,greater-than,percent,percent,greater-than,greater-than,percent,percent,greater-than,quote,slash,greater-than,percent,greater-than,7,32706145,3120,ABBAABBA,experiment
613,plus,minus,minus,plus,plus,minus,minus,plus,plus,quote,minus,exclamation,plus,7,07214653,1320,ABBAABBA,experiment
534,and,at,at,and,and,at,at,and,quote,at,dollar-sign,and,and,7,75362104,0132,ABBAABBA,experiment
576,less-than,tilde,tilde,less-than,less-than,tilde,tilde,less-than,slash,greater-than,less-than,tilde,less-than,7,23546071,2031,ABBAABBA,experiment
615,hashtag,minus,minus,hashtag,hashtag,minus,minus,hashtag,hashtag,greater-than,minus,tilde,hashtag,7,46270351,1203,ABBAABBA,experiment
674,tilde,and,and,tilde,tilde,and,and,tilde,less-than,quote,tilde,and,tilde,7,34657012,3120,ABBAABBA,experiment
514,quote,dollar-sign,dollar-sign,quote,quote,dollar-sign,dollar-sign,quote,minus,dollar-sign,and,quote,quote,7,62417035,2301,ABBAABBA,experiment
579,percent,and,and,percent,percent,and,and,percent,and,hashtag,quote,percent,percent,7,37150462,1032,ABBAABBA,experiment
547,exclamation,less-than,less-than,exclamation,exclamation,less-than,less-than,exclamation,slash,exclamation,less-than,minus,exclamation,7,63450271,0132,ABBAABBA,experiment
707,greater-than,and,and,greater-than,greater-than,and,and,greater-than,greater-than,slash,and,exclamation,greater-than,7,57230146,2301,ABBAABBA,experiment
688,at,greater-than,greater-than,at,at,greater-than,greater-than,at,slash,at,angle-up,greater-than,at,7,10723654,2013,ABBAABBA,experiment
769,asterisk,tilde,tilde,asterisk,minus,quote,quote,minus,quote,tilde,minus,asterisk,minus,7,17643052,2310,ABBACDDC,experiment
851,percent,asterisk,asterisk,percent,exclamation,tilde,tilde,exclamation,percent,tilde,asterisk,exclamation,exclamation,7,10326574,2031,ABBACDDC,experiment
744,at,greater-than,greater-than,at,exclamation,tilde,tilde,exclamation,at,tilde,exclamation,greater-than,exclamation,7,71463025,0132,ABBACDDC,experiment
918,hashtag,exclamation,exclamation,hashtag,plus,dollar-sign,dollar-sign,plus,hashtag,dollar-sign,exclamation,plus,plus,7,61237405,1023,ABBACDDC,experiment
725,and,plus,plus,and,equals,less-than,less-than,equals,and,equals,plus,less-than,equals,7,25136074,1203,ABBACDDC,experiment
735,angle-up,tilde,tilde,angle-up,and,dollar-sign,dollar-sign,and,tilde,and,angle-up,dollar-sign,and,7,54216703,0312,ABBACDDC,experiment
724,slash,plus,plus,slash,and,quote,quote,and,slash,plus,and,quote,and,7,75601432,1023,ABBACDDC,experiment
882,quote,angle-up,angle-up,quote,at,dollar-sign,dollar-sign,at,dollar-sign,angle-up,quote,at,at,7,75146032,0123,ABBACDDC,experiment
810,at,equals,equals,at,less-than,plus,plus,less-than,equals,plus,less-than,at,less-than,7,61354027,2013,ABBACDDC,experiment
837,less-than,quote,quote,less-than,plus,at,at,plus,at,plus,less-than,quote,plus,7,67452103,2031,ABBACDDC,experiment
786,quote,and,and,quote,exclamation,equals,equals,exclamation,and,exclamation,quote,equals,exclamation,7,21370564,0231,ABBACDDC,experiment
814,dollar-sign,minus,minus,dollar-sign,less-than,angle-up,angle-up,less-than,dollar-sign,less-than,angle-up,minus,less-than,7,24175036,0321,ABBACDDC,experiment
745,equals,less-than,less-than,equals,quote,angle-up,angle-up,quote,angle-up,quote,equals,less-than,quote,7,64503217,2130,ABBACDDC,experiment
729,tilde,plus,plus,tilde,greater-than,exclamation,exclamation,greater-than,exclamation,plus,tilde,greater-than,greater-than,7,50213746,2310,ABBACDDC,experiment
885,asterisk,exclamation,exclamation,asterisk,and,plus,plus,and,exclamation,plus,and,asterisk,and,7,42107635,2103,ABBACDDC,experiment
927,equals,percent,percent,equals,angle-up,asterisk,asterisk,angle-up,angle-up,asterisk,percent,equals,angle-up,7,43172605,1032,ABBACDDC,experiment
941,plus,and,and,plus,equals,percent,percent,equals,and,plus,percent,equals,equals,7,17653402,0312,ABBACDDC,experiment
957,plus,dollar-sign,dollar-sign,plus,equals,minus,minus,equals,equals,minus,plus,dollar-sign,equals,7,65347021,2310,ABBACDDC,experiment
853,exclamation,angle-up,angle-up,exclamation,slash,plus,plus,slash,plus,slash,angle-up,exclamation,slash,7,03241765,1023,ABBACDDC,experiment
916,dollar-sign,tilde,tilde,dollar-sign,minus,angle-up,angle-up,minus,tilde,angle-up,minus,dollar-sign,minus,7,05276431,2013,ABBACDDC,experiment
1182,less-than,greater-than,greater-than,minus,less-than,greater-than,greater-than,minus,greater-than,less-than,minus,equals,minus,7,25736140,1023,ABBCABBC,experiment
1048,at,hashtag,hashtag,and,at,hashtag,hashtag,and,and,exclamation,at,hashtag,and,7,35072164,1032,ABBCABBC,experiment
1147,tilde,asterisk,asterisk,greater-than,tilde,asterisk,asterisk,greater-than,greater-than,asterisk,tilde,slash,greater-than,7,62035471,3201,ABBCABBC,experiment
1136,asterisk,minus,minus,slash,asterisk,minus,minus,slash,minus,equals,asterisk,slash,slash,7,54213067,1032,ABBCABBC,experiment
1116,asterisk,slash,slash,quote,asterisk,slash,slash,quote,slash,tilde,asterisk,quote,quote,7,41603527,2301,ABBCABBC,experiment
1056,minus,dollar-sign,dollar-sign,hashtag,minus,dollar-sign,dollar-sign,hashtag,minus,at,hashtag,dollar-sign,hashtag,7,25064713,2013,ABBCABBC,experiment
1035,asterisk,plus,plus,equals,asterisk,plus,plus,equals,asterisk,slash,equals,plus,equals,7,21067453,1320,ABBCABBC,experiment
982,tilde,and,and,less-than,tilde,and,and,less-than,less-than,asterisk,and,tilde,less-than,7,12073645,0132,ABBCABBC,experiment
971,plus,angle-up,angle-up,and,plus,angle-up,angle-up,and,and,plus,dollar-sign,angle-up,and,7,76042513,1230,ABBCABBC,experiment
1014,angle-up,at,at,dollar-sign,angle-up,at,at,dollar-sign,angle-up,and,at,dollar-sign,dollar-sign,7,42536071,1302,ABBCABBC,experiment
1059,and,asterisk,asterisk,plus,and,asterisk,asterisk,plus,asterisk,plus,and,hashtag,plus,7,17604352,3120,ABBCABBC,experiment
1004,angle-up,hashtag,hashtag,percent,angle-up,hashtag,hashtag,percent,asterisk,angle-up,hashtag,percent,percent,7,30275416,2013,ABBCABBC,experiment
1165,angle-up,greater-than,greater-than,quote,angle-up,greater-than,greater-than,quote,quote,at,greater-than,angle-up,quote,7,37406251,0213,ABBCABBC,experiment
961,slash,minus,minus,equals,slash,minus,minus,equals,angle-up,equals,slash,minus,equals,7,26437510,0213,ABBCABBC,experiment
1151,at,exclamation,exclamation,and,at,exclamation,exclamation,and,and,at,exclamation,minus,and,7,36745201,2013,ABBCABBC,experiment
1067,slash,greater-than,greater-than,tilde,slash,greater-than,greater-than,tilde,greater-than,slash,asterisk,tilde,tilde,7,42651730,0132,ABBCABBC,experiment
1065,asterisk,plus,plus,less-than,asterisk,plus,plus,less-than,less-than,asterisk,plus,minus,less-than,7,53061247,1302,ABBCABBC,experiment
1002,at,asterisk,asterisk,and,at,asterisk,asterisk,and,asterisk,dollar-sign,at,and,and,7,30164527,2130,ABBCABBC,experiment
1180,plus,dollar-sign,dollar-sign,and,plus,dollar-sign,dollar-sign,and,plus,dollar-sign,and,minus,and,7,17430256,2130,ABBCABBC,experiment
1187,tilde,and,and,asterisk,tilde,and,and,asterisk,asterisk,tilde,exclamation,and,asterisk,7,03472561,1230,ABBCABBC,experiment
1261,angle-up,percent,exclamation,angle-up,angle-up,percent,exclamation,angle-up,angle-up,percent,exclamation,equals,angle-up,7,14503627,1203,ABCAABCA,experiment
1304,percent,minus,hashtag,percent,percent,minus,hashtag,percent,slash,minus,percent,hashtag,percent,7,70145263,3210,ABCAABCA,experiment
1223,at,dollar-sign,minus,at,at,dollar-sign,minus,at,greater-than,minus,dollar-sign,at,at,7,25147630,3120,ABCAABCA,experiment
1255,percent,at,slash,percent,percent,at,slash,percent,percent,dollar-sign,at,slash,percent,7,67041523,2310,ABCAABCA,experiment
1381,plus,and,equals,plus,plus,and,equals,plus,equals,and,exclamation,plus,plus,7,73452061,1203,ABCAABCA,experiment
1282,exclamation,equals,percent,exclamation,exclamation,equals,percent,exclamation,exclamation,equals,less-than,percent,exclamation,7,32560174,3120,ABCAABCA,experiment
1360,at,equals,plus,at,at,equals,plus,at,equals,and,plus,at,at,7,15076423,0123,ABCAABCA,experiment
1290,exclamation,plus,slash,exclamation,exclamation,plus,slash,exclamation,exclamation,greater-than,slash,plus,exclamation,7,32407156,3210,ABCAABCA,experiment
1312,equals,at,minus,equals,equals,at,minus,equals,less-than,equals,minus,at,equals,7,34516207,3120,ABCAABCA,experiment
1438,plus,less-than,greater-than,plus,plus,less-than,greater-than,plus,less-than,equals,plus,greater-than,plus,7,57106342,2301,ABCAABCA,experiment
1399,quote,exclamation,greater-than,quote,quote,exclamation,greater-than,quote,greater-than,quote,exclamation,equals,quote,7,40526317,2130,ABCAABCA,experiment
1266,asterisk,equals,tilde,asterisk,asterisk,equals,tilde,asterisk,asterisk,tilde,equals,and,asterisk,7,36721045,0321,ABCAABCA,experiment
1357,tilde,minus,slash,tilde,tilde,minus,slash,tilde,tilde,minus,slash,asterisk,tilde,7,64571230,1203,ABCAABCA,experiment
1277,exclamation,equals,and,exclamation,exclamation,equals,and,exclamation,equals,and,exclamation,dollar-sign,exclamation,7,04257163,0312,ABCAABCA,experiment
1420,slash,percent,angle-up,slash,slash,percent,angle-up,slash,angle-up,slash,percent,hashtag,slash,7,12357460,0312,ABCAABCA,experiment
1298,dollar-sign,percent,hashtag,dollar-sign,dollar-sign,percent,hashtag,dollar-sign,quote,dollar-sign,hashtag,percent,dollar-sign,7,57346201,3102,ABCAABCA,experiment
1424,plus,less-than,angle-up,plus,plus,less-than,angle-up,plus,plus,less-than,angle-up,and,plus,7,52731064,2130,ABCAABCA,experiment
1378,quote,plus,equals,quote,quote,plus,equals,quote,equals,plus,quote,slash,quote,7,45612703,2103,ABCAABCA,experiment
1286,tilde,equals,and,tilde,tilde,equals,and,tilde,equals,at,tilde,and,tilde,7,40623517,1032,ABCAABCA,experiment
1364,plus,angle-up,and,plus,plus,angle-up,and,plus,and,plus,quote,angle-up,plus,7,56120743,0213,ABCAABCA,experiment
2367,minus,plus,tilde,minus,plus,tilde,minus,plus,tilde,angle-up,plus,minus,plus,7,71504623,0123,ABCABCAB,experiment
2304,exclamation,percent,dollar-sign,exclamation,percent,dollar-sign,exclamation,percent,angle-up,exclamation,percent,dollar-sign,percent,7,06753142,1230,ABCABCAB,experiment
2236,asterisk,minus,at,asterisk,minus,at,asterisk,minus,minus,at,asterisk,greater-than,minus,7,31742065,3102,ABCABCAB,experiment
2335,at,hashtag,less-than,at,hashtag,less-than,at,hashtag,less-than,hashtag,percent,at,hashtag,7,15267304,0321,ABCABCAB,experiment
2327,less-than,slash,percent,less-than,slash,percent,less-than,slash,percent,slash,less-than,hashtag,slash,7,34512706,0321,ABCABCAB,experiment
2317,angle-up,dollar-sign,equals,angle-up,dollar-sign,equals,angle-up,dollar-sign,dollar-sign,equals,angle-up,and,dollar-sign,7,67135420,3012,ABCABCAB,experiment
2372,minus,hashtag,angle-up,minus,hashtag,angle-up,minus,hashtag,angle-up,minus,greater-than,hashtag,hashtag,7,56234170,3021,ABCABCAB,experiment
2197,minus,less-than,hashtag,minus,less-than,hashtag,minus,less-than,hashtag,minus,less-than,dollar-sign,less-than,7,30674512,0312,ABCABCAB,experiment
2211,and,dollar-sign,asterisk,and,dollar-sign,asterisk,and,dollar-sign,quote,asterisk,and,dollar-sign,dollar-sign,7,35210647,3021,ABCABCAB,experiment
2190,hashtag,at,equals,hashtag,at,equals,hashtag,at,equals,at,hashtag,quote,at,7,53246107,3021,ABCABCAB,experiment
2396,and,less-than,equals,and,less-than,equals,and,less-than,greater-than,and,equals,less-than,less-than,7,36524170,0132,ABCABCAB,experiment
2251,slash,hashtag,plus,slash,hashtag,plus,slash,hashtag,plus,slash,hashtag,tilde,hashtag,7,16037245,2013,ABCABCAB,experiment
2183,hashtag,slash,greater-than,hashtag,slash,greater-than,hashtag,slash,hashtag,dollar-sign,greater-than,slash,slash,7,64037215,0312,ABCABCAB,experiment
2271,slash,hashtag,quote,slash,hashtag,quote,slash,hashtag,slash,quote,equals,hashtag,hashtag,7,51043672,0312,ABCABCAB,experiment
2394,angle-up,equals,tilde,angle-up,equals,tilde,angle-up,equals,angle-up,equals,minus,tilde,equals,7,04725136,2130,ABCABCAB,experiment
2259,plus,dollar-sign,percent,plus,dollar-sign,percent,plus,dollar-sign,plus,percent,minus,dollar-sign,dollar-sign,7,57031624,3021,ABCABCAB,experiment
2290,slash,less-than,minus,slash,less-than,minus,slash,less-than,exclamation,slash,minus,less-than,less-than,7,30675421,1023,ABCABCAB,experiment
2188,plus,greater-than,hashtag,plus,greater-than,hashtag,plus,greater-than,hashtag,minus,plus,greater-than,greater-than,7,45263017,0321,ABCABCAB,experiment
2258,equals,hashtag,asterisk,equals,hashtag,asterisk,equals,hashtag,tilde,hashtag,equals,asterisk,hashtag,7,64315207,0123,ABCABCAB,experiment
2203,tilde,percent,slash,tilde,percent,slash,tilde,percent,tilde,percent,slash,hashtag,percent,7,27603154,1032,ABCABCAB,experiment
1563,angle-up,dollar-sign,and,greater-than,greater-than,and,dollar-sign,angle-up,angle-up,greater-than,and,dollar-sign,angle-up,7,10543267,1320,ABCDDCBA,experiment
1480,at,equals,greater-than,percent,percent,greater-than,equals,at,percent,greater-than,equals,at,at,7,65240713,1320,ABCDDCBA,experiment
1600,quote,plus,dollar-sign,exclamation,exclamation,dollar-sign,plus,quote,quote,plus,dollar-sign,exclamation,quote,7,26417503,1032,ABCDDCBA,experiment
1460,hashtag,less-than,angle-up,quote,quote,angle-up,less-than,hashtag,less-than,hashtag,angle-up,quote,hashtag,7,63420751,3102,ABCDDCBA,experiment
1566,tilde,percent,equals,minus,minus,equals,percent,tilde,equals,percent,minus,tilde,tilde,7,02517643,2301,ABCDDCBA,experiment
1572,plus,angle-up,tilde,equals,equals,tilde,angle-up,plus,tilde,plus,angle-up,equals,plus,7,61527034,0123,ABCDDCBA,experiment
1548,equals,greater-than,dollar-sign,plus,plus,dollar-sign,greater-than,equals,greater-than,dollar-sign,equals,plus,equals,7,06514732,1302,ABCDDCBA,experiment
1666,at,minus,less-than,exclamation,exclamation,less-than,minus,at,at,less-than,minus,exclamation,at,7,07615243,3201,ABCDDCBA,experiment
1512,dollar-sign,percent,tilde,asterisk,asterisk,tilde,percent,dollar-sign,tilde,asterisk,dollar-sign,percent,dollar-sign,7,35267104,3120,ABCDDCBA,experiment
1520,quote,plus,percent,dollar-sign,dollar-sign,percent,plus,quote,quote,percent,plus,dollar-sign,quote,7,36742501,3210,ABCDDCBA,experiment
1451,percent,angle-up,quote,dollar-sign,dollar-sign,quote,angle-up,percent,dollar-sign,angle-up,percent,quote,percent,7,37120456,1302,ABCDDCBA,experiment
1556,hashtag,and,slash,equals,equals,slash,and,hashtag,slash,equals,and,hashtag,hashtag,7,76302415,3012,ABCDDCBA,experiment
1639,minus,greater-than,slash,tilde,tilde,slash,greater-than,minus,tilde,slash,minus,greater-than,minus,7,32160547,2103,ABCDDCBA,experiment
1583,plus,equals,angle-up,less-than,less-than,angle-up,equals,plus,equals,less-than,angle-up,plus,plus,7,75641230,2013,ABCDDCBA,experiment
1458,minus,exclamation,hashtag,percent,percent,hashtag,exclamation,minus,percent,minus,hashtag,exclamation,minus,7,51043762,2301,ABCDDCBA,experiment
1499,exclamation,plus,hashtag,slash,slash,hashtag,plus,exclamation,slash,exclamation,hashtag,plus,exclamation,7,71524063,0312,ABCDDCBA,experiment
1670,quote,greater-than,equals,hashtag,hashtag,equals,greater-than,quote,equals,hashtag,greater-than,quote,quote,7,03657124,3012,ABCDDCBA,experiment
1444,minus,less-than,angle-up,equals,equals,angle-up,less-than,minus,minus,less-than,equals,angle-up,minus,7,16403527,2013,ABCDDCBA,experiment
1640,tilde,minus,plus,equals,equals,plus,minus,tilde,equals,tilde,minus,plus,tilde,7,63152470,3102,ABCDDCBA,experiment
1577,minus,plus,tilde,and,and,tilde,plus,minus,minus,tilde,plus,and,minus,7,34206157,3012,ABCDDCBA,experiment
1932,quote,tilde,plus,slash,dollar-sign,slash,plus,tilde,plus,slash,quote,tilde,tilde,7,64720135,0321,ABCDEDCB,experiment
2047,quote,exclamation,equals,percent,less-than,percent,equals,exclamation,less-than,equals,exclamation,quote,exclamation,7,31026574,1032,ABCDEDCB,experiment
1986,angle-up,equals,minus,greater-than,slash,greater-than,minus,equals,minus,equals,slash,greater-than,equals,7,52463710,3120,ABCDEDCB,experiment
2127,slash,greater-than,dollar-sign,quote,tilde,quote,dollar-sign,greater-than,slash,greater-than,dollar-sign,quote,greater-than,7,46523071,2031,ABCDEDCB,experiment
1975,asterisk,dollar-sign,angle-up,hashtag,percent,hashtag,angle-up,dollar-sign,angle-up,hashtag,percent,dollar-sign,dollar-sign,7,76042351,3012,ABCDEDCB,experiment
2084,minus,exclamation,and,angle-up,at,angle-up,and,exclamation,at,exclamation,angle-up,minus,exclamation,7,50473612,0132,ABCDEDCB,experiment
2137,minus,exclamation,dollar-sign,and,greater-than,and,dollar-sign,exclamation,dollar-sign,minus,exclamation,and,exclamation,7,64157203,1302,ABCDEDCB,experiment
2108,less-than,slash,exclamation,asterisk,equals,asterisk,exclamation,slash,equals,less-than,asterisk,slash,slash,7,15072463,3012,ABCDEDCB,experiment
1954,percent,angle-up,less-than,slash,quote,slash,less-than,angle-up,quote,slash,percent,angle-up,angle-up,7,32174056,1230,ABCDEDCB,experiment
2100,slash,and,less-than,tilde,angle-up,tilde,less-than,and,tilde,slash,and,angle-up,and,7,24563701,3120,ABCDEDCB,experiment
2053,slash,quote,percent,angle-up,less-than,angle-up,percent,quote,quote,slash,angle-up,less-than,quote,7,01467523,3210,ABCDEDCB,experiment
2009,greater-than,hashtag,quote,at,slash,at,quote,hashtag,quote,hashtag,at,slash,hashtag,7,62174350,3201,ABCDEDCB,experiment
1996,and,angle-up,percent,equals,at,equals,percent,angle-up,percent,at,and,angle-up,angle-up,7,13572046,2013,ABCDEDCB,experiment
1956,minus,angle-up,less-than,greater-than,tilde,greater-than,less-than,angle-up,angle-up,minus,greater-than,less-than,angle-up,7,56701234,0312,ABCDEDCB,experiment
1941,asterisk,minus,slash,greater-than,quote,greater-than,slash,minus,asterisk,greater-than,minus,slash,minus,7,75123460,1032,ABCDEDCB,experiment
2055,greater-than,minus,dollar-sign,quote,tilde,quote,dollar-sign,minus,greater-than,minus,quote,dollar-sign,minus,7,32417506,2310,ABCDEDCB,experiment
2144,angle-up,exclamation,at,equals,and,equals,at,exclamation,exclamation,equals,at,and,exclamation,7,25017364,2103,ABCDEDCB,experiment
2071,exclamation,dollar-sign,and,equals,less-than,equals,and,dollar-sign,equals,dollar-sign,and,less-than,dollar-sign,7,57410362,1023,ABCDEDCB,experiment
1949,quote,minus,and,asterisk,greater-than,asterisk,and,minus,greater-than,minus,asterisk,quote,minus,7,04312675,3102,ABCDEDCB,experiment
2001,asterisk,at,minus,exclamation,equals,exclamation,minus,at,minus,at,equals,exclamation,at,7,73604215,2301,ABCDEDCB,experiment
1900,percent,at,slash,hashtag,exclamation,exclamation,hashtag,slash,at,slash,hashtag,exclamation,slash,7,10743265,3210,ABCDEEDC,experiment
1779,at,quote,angle-up,slash,dollar-sign,dollar-sign,slash,angle-up,angle-up,at,slash,quote,angle-up,7,53140672,2310,ABCDEEDC,experiment
1905,asterisk,plus,less-than,equals,percent,percent,equals,less-than,equals,asterisk,less-than,percent,less-than,7,43760215,0123,ABCDEEDC,experiment
1831,minus,tilde,slash,greater-than,hashtag,hashtag,greater-than,slash,slash,hashtag,greater-than,tilde,slash,7,46051732,3102,ABCDEEDC,experiment
1770,quote,less-than,angle-up,slash,dollar-sign,dollar-sign,slash,angle-up,dollar-sign,angle-up,less-than,slash,angle-up,7,43175620,1032,ABCDEEDC,experiment
1716,hashtag,quote,less-than,equals,angle-up,angle-up,equals,less-than,equals,quote,less-than,hashtag,less-than,7,50613247,2301,ABCDEEDC,experiment
1826,quote,slash,hashtag,plus,exclamation,exclamation,plus,hashtag,plus,hashtag,slash,quote,hashtag,7,20634715,1032,ABCDEEDC,experiment
